Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Ilaaka,"Action, Drama",6.3,0.1799,19-04-1989,"Mithun Chakraborty, Sanjay Dutt, Madhuri Dixit, Amrish Puri, Amrita Singh","Ilaaka - has a small little world of its own. A world of dreams and desires love and longings, hatred and hardships. This is Raja who stands at the cross roads of truth and traditions.. In this small world we have Suraj and Neha, the two crusaders against the might of evil. And we have the evil incarnated too! Nagar as vicious as a viper and as blood thirsty as a wolf. Here we have good old Masterji who is ready to sacrifice himself for his tiny world. And we have cunning Swami also, who is ready to destroy everything. Ilaaka has love and laughter, blood and tears. It is as delicate as a petal and as hard as steel. Ilaaka, a painting which has all the seven colours of rainbow.",6.0,
Jeene Nahi Doonga,"Action, Drama",5.0,0.1707,01-01-1984,"Dharmendra, Shatrughan Sinha, Raj Babbar, Anita Raj, Jagdeep","Bitter animosity and hatred has existed between the communities of Jangavar and Dilavar. While Dilavar's Roshan wants to bring peace between everyone, he sets an example by marrying Chandni. This enrages the Jangavars' who attack the Dilavars, killing Roshan. Before dying, Roshan asks his twin brother, Raka, to promise that he will bring peace by getting their brother, Badal, married to Shaka's sister, Reshma. Raka attempts to carry out his promise, by letting both meet and fall in love with each other. When the time comes for Badal to propose to Reshma, she accepts with one condition - that Badal kill Raka and bring his severed head to Jangavar. The question is will Badal sacrifice his brother's life to marry Reshma and bring peace between the two communities?",1.0,
Rangrezz,"Action, Drama",4.9,0.1674,21-03-2013,"Jacky Bhagnani, Priya Anand, Rajpal Yadav, Amitosh Nagpal, Vijay Varma","A man, with the help of his two best friends, helps his third friend to elope with his lover. However, when the couple parts ways, they decide to teach them a lesson.",6.0,
Amir Garib,"Action, Drama",5.0,0.1664,26-07-1974,"Dev Anand, Hema Malini, Premnath Malhotra, Ranjeet Bedi, Sujit Kumar","Manmohan alias Moni lives a dual life. One as a magician, and the other as a thief with the name of Bhagula Bhagat, whose prime agenda is to rob the rich, and spread the wealth with the poor. He meets with a young woman named Sunita alias Soni, and both fall in love with each other. Things change for the better for Soni, when she meets her wealthy long-lost father, Daulatram, and goes to live with him. She decides not to have to do anything with Moni. When Moni attempts to meet Soni to find out why she has rejected him, she refuses to meet him. Then Moni finds out that Soni is not who she claims she is, and definitely not the daughter of Daulatram, but the daughter of another wealthy man named Nandlal, who had died under mysterious and destitute circumstance.",1.0,
Nitishastra,"Action, Drama",4.7,0.1654,04-06-2018,"Taapsee Pannu, Vicky Arora, Sukanya Dhanda, Aishwarya Sonar","Roshni, a self defense instructor is clear on her objective- to equip girls with training to protect themselves and take on the world. Her life takes a drastic turn when her brother commits a crime. Will the sister follow the known path or will she take matters in her own hands?",2.0,
Daku Aur Jawan,"Action, Drama",0.0,0.1646,13-07-1978,"Sunil Dutt, Reena Roy, Vinod Khanna, Ranjeet Bedi, Leena Chandavarkar","Birju and Ramu are brothers and have a friendly bond with each other, They do a lot of pranks with the villagers, but the pressure of the landlord and the urban bad guy Bhairon Singh leads villagers to pay a fee for their lands to work on them. This leads Ramu to join the army as a Jawan (Soldier). Bhairon Singh, with the help of Thakurain, plans to frame Birju as a criminal on the night of Janamashtmi. Bhairon Singh brutally rapes Ganga and steals the entire wealth from the safe of her father.",0.0,
Black & White,"Action, Drama",4.5,0.1619,01-02-2008,"Anil Kapoor, Anurag Sinha, Shefali Shah, Habib Tanvir, Aditi Sharma","Rajan Mathur (Anil Kapoor) is a Professor in Urdu literature in Dr. Zakir Hussain's College. He resides in Chandni Chowk with his activist wife, Roma Mathur (Shefali Shah). Professor Mathur comes across a young boy called Numair Qazi (Anurag Sinha) who introduces himself as a victim of communal riots in Gujarat.",1.0,
Insaf Ki Pukar,"Action, Drama",0.0,0.1551,25-12-1987,"Dharmendra, Jeetendra, Anita Raj, Bhanupriya, Prem Chopra","Years after a corrupt police inspector committed crimes against their families, two young men (Dharmendra, Jeetendra) meet and plot their revenge.",0.0,
Rupaye Dus Karod,"Action, Drama",0.0,0.1549,29-11-1991,"Rajesh Khanna, Chunky Pandey, Amrita Singh, Avinash Wadhavan","Rupaye Dus Karod (ten crores of rupees) is the story of a detective novelist (writing in Hindi) - Ravi Varma (Rajesh Khanna), whose father had to flee from India in his childhood because of a conspiracy masterminded by his wicked business partners and later Ravi finds himself in mystery murder and another plot that tried to earn 10 crores by fraudulent means.",0.0,
Zakhmi Zameen,"Action, Drama",6.0,0.1539,20-09-1990,"Aditya Pancholi, Jaya Prada, Paresh Rawal, Annu Kapoor, Ishrat Ali","Wealthy and aristocratic Thakur Pratap Singh lives in a palatial mansion, and has a dream of building a dream house, similar to the Taj Mahal, with the help of his Architect brother. In order to do this, he must first get rid of the villagers, and take possession of their respective lands. He runs into problems when Mangal and a few handful of villagers refuse to part with their lands. Pratap Singh, his brother, and some of his goons get together and convive a deadly plan that will result in the death of Mangal and the villagers who are opposed to selling their lands.",1.0,
Insaaf Ki Awaaz,"Action, Drama",7.2,0.1538,14-11-1986,"Rekha, Anil Kapoor, Raj Babbar, Kader Khan, Aruna Irani","Jhansi Rani is an honest police officer and her husband is an honest man who works in a factory. Mahendranath and Kailashnath are two wicked men. Jhansi Rani's brother Ravi loves Mahendranath's daughter, which he doesn't like. Chandra Shekhar is killed by these two wicked people and they play a cat and mouse game with Jhansi. The latter has to resign and now Ravi cries out revenge against them. Will he succeed? Will the cry for justice be heard?",2.0,
Pratikar,"Action, Drama",2.5,0.151,16-08-1991,"Rakhee Gulzar, Anil Kapoor, Madhuri Dixit, Sonu Walia, Satyendra Kapoor",A boy grows up with a teacher's family after his uncle has the boy's father killed for personal gain.,2.0,
Ek Aur Sikander,"Action, Drama",9.2,0.9017,01-10-1986,"Mithun Chakraborty, Anita Raj, Rakesh Roshan, Rati Agnihotri, Shreeram Lagoo",,2.0,
Dhaal,"Action, Drama",8.4,0.1501,28-11-1997,"Vinod Khanna, Gautami Tadimalla, Suniel Shetty, Anjali Jathar, Amrish Puri","Varun and Suraj are best friends. But when police inspector Varun arrests Suraj for a crime he didn't commit, it leaves Suraj crestfallen and feeling betrayed. Soon Varun too is framed and imprisoned.",4.0,
Phool Aur Aag,"Action, Drama",10.0,0.1484,14-05-1999,"Mithun Chakraborty, Jackie Shroff, Harish Kumar, Dalip Tahil, Mohan Joshi",Deva's good deeds and actions are generally misunderstood by a lot of people including Jaswant; and his deeds are also deliberately twisted by his enemies including Choudhury.,1.0,
Dosti Dhushmani,"Action, Drama",7.5,1.0833,31-10-1986,"Jeetendra, Rajinikanth, Rishi Kapoor, Kimi Katkar, Poonam Dhillon",,5.0,
Apmaan Ki Aag,"Action, Drama",0.0,0.1452,21-12-1990,"Govinda, Vikram Gokhale, Gulshan Grover, Dinesh Hingoo, Rakesh Bedi","Living in a Chawl in Dongri, Bombay, Vikrant Narayan Singh dreams of being wealthy, romances Mona, the only child of widower & Retired Colonel Suryadev Singh, and sends money to his village-based widowed mother. While celebrating Mona's birthday at Hotel Sea Princess, he is humiliated and assaulted by J.D. Chaudhary and Monty Nagpal and decides to file a police complaint. It is this decision that will not only change his life forever but also alienate him from Mona, as well as compel him to join the underworld headed by Monty's dad.",0.0,
Janam Kundli,"Action, Drama",6.0,0.1448,12-05-1995,"Jeetendra, Vinod Khanna, Reena Roy, Anu Aggarwal, Paresh Rawal","Film about a wealthy, religious man and his daughter who was talked into marrying another wealthy man.",2.0,
Kaun Kare Kurbanie,"Action, Drama",0.0,0.1358,19-08-1991,"Dharmendra, Govinda, Anita Raj, Hemant Birje, Biswajeet Chatterjee","After his transfer from Delhi, Inspector Arjun Singh lives in Bombay along with his wife, Anita, school-going son, Munna; and a younger collegian brother, Ajit. Arjun is disappointed with Ajit as he spends most of his time singing, dancing and flirting with girls. Then a series of sexual molestations and killings of attractive bikini-clad young women take place, and Arjun is assigned to this case. After a short period of time, his investigations lead him to a wealthy suspect, but when the suspect's daughter is molested and killed, his department gets evidence that may implicate another suspect - none other than Ajit.",0.0,
Paappi Devataa,"Action, Drama",9.7,0.1334,12-05-1995,"Dharmendra, Jeetendra, Jaya Prada, Madhuri Dixit, Amrish Puri","In search of better employment prospects, Ram Kumar Singh leaves Allahabad and re-locates to Bombay by train. However, upon arrival, his wallet and clothes are stolen.",3.0,
Lagan,"Action, Drama",0.0,0.1326,01-01-1971,"Nutan, Parikshat Sahni, Prem Chopra, Farida Jalal","Burma-based widow, Parvati, along with two sons, Prem and Rajesh, re-locates to Bombay to live with her late husband's friend and widower, Sewakram, and his two daughters, Shanti and Durga. He returns some cash and jewelery to her that was entrusted to him, and she re-locates to live in a big bungalow. Shortly thereafter, Prem and Rajesh get married to Shanti and Durga respectively. The entire family live harmoniously until Parvati is told by Mrs. Pereira that Prem has been physically abusing his pregnant wife. Parvati and Rajesh undertake to rein-in Prem - and it this overture that will not only shatter their idyllic lifestyle but force both brothers to take up arms against each other.",0.0,
Ladaai,"Action, Drama",0.0,0.1317,03-11-1989,"Rekha, Mithun Chakraborty, Dimple Kapadia, Aditya Pancholi, Anupam Kher","When Sunderdas is murdered, before dying he accuses Dindayal. As a result Dindayal is arrested, prosecuted in Court by Shakuntala Devi, found guilty and sentenced to prison for life.",0.0,
Bal Bramhachari,"Action, Drama",3.7,0.1263,06-09-1996,"Puru Raaj Kumar, Karisma Kapoor, Deepak Tijori, Mukesh Khanna, Shakti Kapoor","Professor Vijay Tripathi and Bhujbal Choudhury have a small land dispute between themselves forcing Bhujbal and his men to mercilessly kill Vijay making his death look as though lightning struck him. In the process Vijay's pregnant wife, Anju runs for safety only to take aid in a temple belonging to Bhagwan Bajrangbali where-by she gives birth to a baby boy who is blessed with magical powers belonging to Bhagwan Bajrangbali.",3.0,
Khamiyaza,"Action, Drama",4.0,0.1226,11-01-2019,"Heramb Tripathi, Piyali Munsi, Alok Chaturvedi, Shravni Sahay, Sunil Thappa","Khamiyaza is the story of a common man Abhimanyu who dares to save the life of a social worker Satya Prakash without knowing that Satya Prakash is on Mantri's target. so in return, Abhimanyu sacrifices his own life for his good deeds Khamiyaza is a story of corruption",1.0,
Vidhyaarthi: The Power of Students,"Action, Drama",0.0,0.1225,18-06-2006,"Ishrat Ali, Mohan Joshi, Paresh Rawal, Deepak Shirke, Tina Ghai",Five highly intelligent and dedicated students  without any support or outside facilities  team up to fight criminals.,0.0,
Poorna,"Action, Drama",6.3,0.1224,31-03-2017,"Dhritiman Chatterjee, Aditi Inamdar, Heena Shah, Arif Zakaria",An Adivasi 13-year-old from Telangana becomes the youngest girl in history to climb Mount Everest.,11.0,
Ab Insaf Hoga,"Action, Drama",3.0,0.1212,05-01-1995,"Mithun Chakraborty, Rekha, Vikas Anand, Sahila Chaddha, Prem Chopra","Janki lives a poor lifestyle in a small village consisting of her dad, Bhervi Prasad and her mom. She meets and falls in love with her school-teacher, Ramcharan, and both want to get married. Ramcharan's brother is opposed to this marriage as Bhervi is unable to pay any dowry, nevertheless the marriage does take place, but the couple are turned out of Kalicharan's house, and instead go to live with Ramcharan's friend, Ashok Mishra.",1.0,
The Gentleman,"Action, Drama",5.5,0.1188,18-11-1994,"Chiranjeevi, Juhi Chawla Mehta, Paresh Rawal, Ajay Rathnam, Laxmikant Berde","Vijay runs a small business and is also a master thief who is wanted by the cops. But, his motive for committing theft is to build a school where students can get free education and become professionals in their field.",2.0,
