Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID,Language,release_year,Genres_Source,Moods,Primary_Mood
my name is shruthi,"crime, thriller",5.4,0.1918,2023-11-17,"hansika motwani, murali sharma, jayaprakash, aadukalam naren, raja ravindra","shruthi embarks on a career in an advertising agency in hyderabad, sharing accommodations with a friend in the city. however, a routine return to her room during a commercial shoot unveils a series of startling events, thrusting her into the perilous realm of the feared medical mafia.",4.0,,telugu,2023.0,original,"caring, fear",caring
moodu mukkalaata,"romance, comedy",6.0,0.1917,2000-09-01,"jagapati babu, soundarya, rambha, raasi, prakash raj","three girls, shravani, lahari and aliveni, are in love with shanti swaroop, a lecturer. his life takes a turn when these girls execute different ways to woo him.",0.0,,telugu,2000.0,original,love,love
puli,action,6.0,0.1916,1985-07-26,"chiranjeevi, radha, rajendra prasad, kaikala satyanarayana, annapoorna","puli is action oriented movie in which, kranthi (chiranjeevi), an honest police officer who is deputed to the special branch. he has a sister named lakshmi. inspector syam is a corrupt officer and works for smuggler jk . one day,syam causes an accident and as a result of which radha, kranthis fiancee, loses her eye sight and her brother gets killed in the accident. kranthi goes on hunt and catches corrupt inspector syam and his associate james. meanwhile, jk kidnaps radha and lakshmi. rest of the movie is all about how all ends well.",0.0,,telugu,1985.0,original,"excitement, anger",excitement
veta,adventure,7.3,0.1916,1986-05-28,"chiranjeevi, jaya prada, kongara jaggayya, nutan prasad, sumalatha","veta is a adventure based movie in which, the story is set in pre-independence period of india. chiranjeevi is set to become captain of the ship and also ready to marry his beautiful lover. but this was resented by two of his enemies and they plot to throw him in jail. while in jail , he meets an old man who was a wealthy zamindar. he informs chiranjeevi about the secret treasure which he could use to avenge the suffering meted to him by his enemies.chiranjeevi plans an escape and once out of jail, he kills each and every enemy of his in different ways.",3.0,,telugu,1986.0,original,"curiosity, love",curiosity
mouname ishtam,"drama, romance",6.0,0.1914,2019-03-15,"ram karthik, parvathy arun, nasaar, abhay bethiganti, indu anand","varun is an ad filmmaker, son of alcoholic father, who lost his mother in an accident, growing up in a grandfather's upbringing. he falls for maya, an it employee, with a sense of helping nature & humanity. both of them become good friends. that friendship gradually turns into love.but she has a problem to propose to love. why can't varun and maya propose love to each other?",0.0,,telugu,2019.0,original,love,love
mechanic alludu,comedy,5.7,0.1912,1993-05-27,"chiranjeevi, nageshwara rao akkineni, vijayashanti, kota srinivasa rao, kaikala satyanarayana","mechanic alludu is a comedy based movie in which for the first film to have akkineni nageshwara rao and chiranjeevi together. the story opens with ravi (chitranjeevi) showingup on multiple tv screens as an announcer.after a clash, he is fired from work, and he joins nageshwara rao",3.0,,telugu,1993.0,original,amusement,amusement
thank you brother!,thriller,7.0,0.1911,2021-05-07,"anasuya bharadwaj, viraj ashwin, mounika reddy, harsha chemudu, aadarsh balakrishna","a story of two contrasting individuals a wealthy youngster who loves to live life partying and wooing women, without a care in the world for anything else, and a pregnant woman who loses her husband and is struggling in life. the two of them get stuck in a lift for several hours, turning both their lives upside down.",1.0,,telugu,2021.0,original,"caring, love",caring
naidu llb,drama,6.0,0.1911,2005-01-01,"jai akash, gayatri jayaraman, ashima bhalla, ali basha, sukanya","akash and ashima leave for goa to argue a case in the local court there. by the time they return to hyderabad, a case of homicide is filed against the hero. from then on the story turns into a kind of a gripping thriller on how the hero gets out of the situation and helps book the culprits.",0.0,,telugu,2005.0,original,approval,approval
kerintha,"comedy, romance",10.0,0.1911,2015-06-12,"tejaswi madivada, sumanth ashwin, sri divya, lavanya reddy, sukrithi",the story of the film is quite simple and based on the lives of three young college going couples. each one of them have a love story of their own and spend some precious times together in the college. things take a u-turn when they face the harsh realities of their respective lives and decide to part ways. rest of the story is as to how these three couples reunite with each other and achieve their goals in life.,1.0,,telugu,2015.0,original,love,love
solo brathuke so better,"comedy, romance",5.7,0.1908,2020-12-24,"sai durgha tej, nabha natesh, rajendra prasad, naresh, rao ramesh",virat is a new-age baba with a book of slokas that recite how singlehood is the best way of life and a bunch of loyal followers. but what happens when he gets a taste of his own medicine?,6.0,,telugu,2020.0,original,"joy, amusement",joy
sneham kosam,"drama, family",6.7,0.1908,1999-01-01,"chiranjeevi, meena, vijayakumar, prakash raj, sujatha","prabhavati lives a wealthy lifestyle in india with her dad, mom, and elder sister, rani. rani is of marriageable age and her marriage is arranged with her mom's half-brother, but just after the marriage one of their servants, sheroo, a close friend of her dad's, kills her mother, is arrested by the police, tried in court, and sentenced to 15 years in jail. since that day relations have been strained between her dad, rani, and her husband. she re-locates to u.s.a. to study, and when she returns she finds that sheroo's has been replaced by his son, veeru, and runs their household, while there has been no improvement in the relationship between her dad and rani and her family, which also includes, veena, rani's daughter. prabhavati attempts to bridge the misunderstandings between her dad and sister, but to no avail, and when she proposes to get married to rani's nephew, ranjeet, her father opposes this tooth and nail. then sheroo is discharged from prison and returns home to find that ...",3.0,,telugu,1999.0,original,"approval, caring",approval
operation raavan,"crime, thriller",6.0,0.1907,2024-07-26,"rakshith atluri, sangeerthana vipin, raghu kunche, radikaa sarathkumar, charan raj","a serial killer targets brides, while a magnate's son infiltrates a news channel, leading to a tense showdown between hunter and hunted.",0.0,,telugu,2024.0,original,"anger, excitement",anger
oka pathakam prakaaram,thriller,6.0,0.1904,2025-02-07,"sairam shankar, samuthirakani, ashima narwal, shruti sodhi, bhanu sri","after losing everything and his wife's disappearance, siddharth faces arrest. while investigating, he uncovers widespread societal crimes and vulnerabilities.",0.0,,telugu,2025.0,original,curiosity,curiosity
gamanam,drama,7.3,0.1904,2021-12-10,"shriya saran, nithya menen, priyanka jawalkar, shiva kandukuri, suhas",the lives of six individuals across the city change just as the city is reeling under floods. will they all make it safely to the other side?,3.0,,telugu,2021.0,original,"sadness, neutral",sadness
sri krishnavataram,"drama, history, music",6.0,0.1904,1967-10-12,"n.t. rama rao, devika, kanchana, ramakrishna, s. varalakshmi",the life story of sri krishna.,1.0,,telugu,1967.0,original,"sadness, neutral",sadness
hathya,"crime, thriller",5.0,0.1902,2025-01-24,"dhanya balakrishna, pooja ramachandran, ravi varma","in telugu state, influential politician j.c. dharmendra reddy is brutally murdered in his residence. fearless cop sudha takes on the case, diving into a web of secrets, deception, and lies. can she uncover the truth, or will the system thwart her pursuit of justice?",1.0,,telugu,2025.0,original,"curiosity, fear",curiosity
winner,"romance, action",4.4,0.1902,2017-02-24,"sai durgha tej, rakul preet singh, jagapati babu, thakur anoop singh, aadarsh balakrishna",a fashion editor who hates horses decides to pursue horse racing to impress the girl (rakul preet singh) of his dreams.,8.0,,telugu,2017.0,original,optimism,optimism
#bro,"family, romance",6.0,0.19,2021-11-26,"naveen chandra, avika gor, sai ronak, sanjana sarathy, pramodini pammi","madhav is sent away from home to earn for his family at the tender age of fifteen. when he returns back home after the death of his little sister, he must go through a journey of healing and forgiveness.",1.0,,telugu,2021.0,original,"caring, sadness",caring
godava,"drama, romance",7.5,0.1899,2007-04-04,"vaibhav, shraddha arya, aswini","vaibhav made his acting debut in 2007, starring in the telugu film godava under his father's direction opposite shradha arya, it didn't do well at the box office",2.0,,telugu,2007.0,original,"sadness, neutral",sadness
game,thriller,3.0,0.1894,2006-08-05,"mohan babu, vishnu manchu, shobana, parvati melton, sunil varma","vijay, a spoilt man, has to reach the court to attend an inheritance case. however, his short-tempered taxi driver hinders his plans and creates chaos.",1.0,,telugu,2006.0,original,"fear, excitement",fear
143 (and i miss you),"crime, thriller",6.5,0.1887,2004-08-27,"sairam shankar, sameksha oswal, flora saini, nagendra babu, brahmanandam","siddu (sairam shankar) is a carefree boy-next-door. sanjana (samiksha) is a doting sister of four elder brothers. siddu is like a family member in sanjana's household. one fine day, sanjana elopes with siddu. and fate separates them. sanjana goes into the protective hands of naxalites. siddu lands up in the house of a journalist (flora saini). siddu thinks sanjana is dead. sanjana thinks siddu is no more. the rest of the story is all about how fate unites them again.",4.0,,telugu,2004.0,original,caring,caring
shrutilayalu,"music, drama",6.0,0.1884,1987-07-27,"dr. rajasekhar, sumalatha, kaikala satyanarayana, shanmukha srinivas, naresh","the film revolves around naidu, a carnatic musician whose adopted sons become popular performers in the city. in their success, they disrespect their father and lose sight of his original ambition of building a music academy. years later, sita, the daughter-in-law of naidu, brings these souls on track.",2.0,,telugu,1987.0,original,"sadness, neutral",sadness
